YEAR,MONTH,STATE,PRECIPITATION,TEMP_AVG,TEMP_MAX,TEMP_MIN
2005,1,Massachusetts,5.02,23.00,31.9,14.1
2005,2,Massachusetts,2.74,28.20,38.4,17.9
2005,3,Massachusetts,4.97,31.20,41.1,21.3
2005,4,Massachusetts,4.86,48.00,60.4,35.6
2005,5,Massachusetts,4.62,51.50,61,41.9
2005,6,Massachusetts,2.46,68.20,79.1,57.2
2005,7,Massachusetts,3.38,71.40,81.6,61.3
2005,8,Massachusetts,3.21,72.10,82.5,61.6
2005,9,Massachusetts,2.74,64.80,76.5,53.1
2005,10,Massachusetts,14.03,52.10,59.9,44.2
2005,11,Massachusetts,5.08,42.20,52.8,31.7
2005,12,Massachusetts,3.90,28.00,36.5,19.6
2005,1,Michigan,2.93,18.00,25.9,10
2005,2,Michigan,1.78,25.20,33.3,17.2
2005,3,Michigan,1.20,27.30,37.9,16.6
2005,4,Michigan,1.36,46.40,58.9,33.9
2005,5,Michigan,2.05,52.00,63.6,40.4
2005,6,Michigan,2.87,69.40,81.2,57.7
2005,7,Michigan,3.69,70.40,82.6,58.2
2005,8,Michigan,2.59,68.90,80.2,57.7
2005,9,Michigan,3.58,63.70,75.8,51.6
2005,10,Michigan,1.73,50.60,60.3,41
2005,11,Michigan,4.15,37.50,46,29.1
2005,12,Michigan,1.96,23.10,28.3,17.8
2005,1,Minnesota,1.39,7.60,17,-1.8
2005,2,Minnesota,0.75,20.30,30.2,10.5
2005,3,Minnesota,0.78,26.20,37.4,14.9
2005,4,Minnesota,1.91,47.70,59.9,35.4
2005,5,Minnesota,4.06,52.40,62.4,42.4
2005,6,Minnesota,5.61,67.40,77.7,57.1
2005,7,Minnesota,2.59,70.60,81.9,59.2
2005,8,Minnesota,3.42,66.40,77.9,54.9
2005,9,Minnesota,4.46,61.60,73.2,49.9
2005,10,Minnesota,2.96,47.80,58.2,37.4
2005,11,Minnesota,2.57,32.20,40.8,23.7
2005,12,Minnesota,1.10,16.60,23,10.2
2005,1,Mississippi,3.60,50.10,60,40.2
2005,2,Mississippi,5.42,51.60,60.8,42.3
2005,3,Mississippi,4.18,53.80,65.2,42.5
2005,4,Mississippi,6.96,62.80,75.3,50.3
2005,5,Mississippi,3.19,69.40,82,56.9
2005,6,Mississippi,3.42,77.70,88.2,67.2
2005,7,Mississippi,6.26,81.00,90.7,71.3
2005,8,Mississippi,6.95,82.00,93,71.1
2005,9,Mississippi,3.28,77.90,89.6,66.2
2005,10,Mississippi,0.08,64.10,78,50.2
2005,11,Mississippi,2.93,56.70,70.1,43.4
2005,12,Mississippi,4.37,44.20,56.1,32.2
2005,1,Missouri,4.94,33.30,41.1,25.4
2005,2,Missouri,2.37,40.10,49.6,30.7
2005,3,Missouri,1.61,43.40,55,31.7
2005,4,Missouri,3.35,56.80,68.2,45.4
2005,5,Missouri,2.16,63.20,76.1,50.3
2005,6,Missouri,3.90,75.20,86.7,63.6
2005,7,Missouri,2.92,78.00,89.9,66.2
2005,8,Missouri,5.54,77.80,88.6,67.1
2005,9,Missouri,3.94,72.00,83.6,60.4
2005,10,Missouri,1.71,56.90,68.8,44.9
2005,11,Missouri,3.13,47.30,58.8,35.7
2005,12,Missouri,0.83,30.80,39.3,22.3
2005,1,Montana,0.79,18.10,28.4,7.7
2005,2,Montana,0.27,28.90,41.6,16.1
2005,3,Montana,1.46,34.60,46,23.1
2005,4,Montana,1.94,42.70,55.4,30
2005,5,Montana,2.72,49.00,61.3,36.8
2005,6,Montana,4.80,57.70,69.3,46.1
2005,7,Montana,0.67,67.60,83.6,51.5
2005,8,Montana,1.24,63.90,79.8,48
2005,9,Montana,1.30,55.40,69.8,41
2005,10,Montana,1.93,45.10,57,33.3
2005,11,Montana,1.66,33.20,42.6,23.9
2005,12,Montana,1.23,20.50,28.9,12
2005,1,Nebraska,0.54,23.10,32.8,13.4
2005,2,Nebraska,0.78,34.40,46.5,22.2
2005,3,Nebraska,1.48,39.40,52.7,26.1
2005,4,Nebraska,3.19,49.70,62.3,37.2
2005,5,Nebraska,3.31,57.80,71.5,44.2
2005,6,Nebraska,5.39,70.00,81.7,58.4
2005,7,Nebraska,1.91,75.90,89.9,61.9
2005,8,Nebraska,3.04,72.60,85.4,59.6
2005,9,Nebraska,1.05,67.50,82.2,52.8
2005,10,Nebraska,1.50,51.90,66.1,37.6
2005,11,Nebraska,1.01,41.10,54.9,27.4
2005,12,Nebraska,0.37,25.00,35.3,14.7
2005,1,Nevada,2.25,32.40,41,23.8
2005,2,Nevada,1.43,35.40,44.8,26
2005,3,Nevada,1.26,41.50,53.6,29.5
2005,4,Nevada,1.34,45.80,59,32.7
2005,5,Nevada,1.99,56.30,69.4,43.2
2005,6,Nevada,0.51,61.50,76.5,46.5
2005,7,Nevada,0.37,75.90,92.7,59.1
2005,8,Nevada,0.59,71.40,87.4,55.3
2005,9,Nevada,0.37,60.10,76.4,43.7
2005,10,Nevada,0.86,51.70,66,37.4
2005,11,Nevada,0.74,42.10,55.1,29
2005,12,Nevada,1.84,33.90,44,23.7
2005,1,New Hampshire,3.15,16.00,26,6.1
2005,2,New Hampshire,2.80,22.50,34.2,10.8
2005,3,New Hampshire,3.98,26.60,37.4,15.7
2005,4,New Hampshire,5.61,44.00,56.8,31.2
2005,5,New Hampshire,5.16,48.60,58.8,38.4
2005,6,New Hampshire,5.36,66.00,77.6,54.4
2005,7,New Hampshire,4.05,68.70,80.2,57.2
2005,8,New Hampshire,4.02,67.40,78.8,56
2005,9,New Hampshire,3.47,60.90,72.9,48.9
2005,10,New Hampshire,13.65,48.40,56.3,40.5
2005,11,New Hampshire,5.63,36.60,46.3,26.8
2005,12,New Hampshire,4.21,22.70,31.4,14
2005,1,New Jersey,4.35,30.10,38.1,22.1
2005,2,New Jersey,2.42,34.20,43.6,24.8
2005,3,New Jersey,4.01,37.10,46.1,28.1
2005,4,New Jersey,4.48,52.50,64.9,40
2005,5,New Jersey,2.56,56.60,68.1,45.1
2005,6,New Jersey,3.53,72.10,82.7,61.6
2005,7,New Jersey,4.64,76.00,85.6,66.4
2005,8,New Jersey,2.12,76.40,86.4,66.5
2005,9,New Jersey,1.19,70.20,82.5,57.9
2005,10,New Jersey,11.99,56.30,64.7,47.9
2005,11,New Jersey,3.91,47.40,58.3,36.4
2005,12,New Jersey,3.61,32.50,41.1,24
2005,1,New Mexico,1.63,39.90,52.4,27.4
2005,2,New Mexico,1.85,40.10,50.3,29.9
2005,3,New Mexico,1.13,43.10,56.9,29.3
2005,4,New Mexico,0.84,51.70,68,35.4
2005,5,New Mexico,1.21,61.60,77.3,45.9
2005,6,New Mexico,0.47,69.80,87,52.6
2005,7,New Mexico,0.98,75.00,91.3,58.6
2005,8,New Mexico,3.03,70.80,84.2,57.3
2005,9,New Mexico,1.83,67.30,82.2,52.3
2005,10,New Mexico,1.24,55.20,69.2,41.1
2005,11,New Mexico,0.06,45.30,62.2,28.4
2005,12,New Mexico,0.07,36.80,52.6,20.9
2005,1,New York,3.90,18.60,27.5,9.8
2005,2,New York,2.14,24.10,34.4,13.8
2005,3,New York,2.66,27.60,37.4,17.8
2005,4,New York,4.73,45.90,58.6,33.3
2005,5,New York,1.59,51.00,62.4,39.6
2005,6,New York,3.62,69.10,80.4,57.7
2005,7,New York,4.05,71.10,81.9,60.4
2005,8,New York,4.24,70.10,81,59.2
2005,9,New York,3.88,63.20,74.6,51.8
2005,10,New York,8.29,49.70,57.6,41.8
2005,11,New York,4.95,40.50,50.3,30.7
2005,12,New York,2.80,23.80,30.8,16.8
2005,1,North Carolina,2.58,43.00,53.5,32.5
2005,2,North Carolina,2.74,43.80,54.3,33.2
2005,3,North Carolina,4.02,47.20,58.7,35.8
2005,4,North Carolina,3.33,57.60,70,45.3
2005,5,North Carolina,3.58,63.30,75.2,51.3
2005,6,North Carolina,5.09,73.50,83.2,63.8
2005,7,North Carolina,6.27,79.20,88.6,69.7
2005,8,North Carolina,4.07,78.10,87.6,68.5
2005,9,North Carolina,2.06,73.60,84.7,62.5
2005,10,North Carolina,5.72,61.70,72,51.3
2005,11,North Carolina,3.71,52.10,65,39.3
2005,12,North Carolina,4.41,40.00,50.7,29.3
2005,1,North Dakota,0.60,6.40,16.8,-4.1
2005,2,North Dakota,0.12,20.30,31.1,9.5
2005,3,North Dakota,0.55,28.90,39.6,18.3
2005,4,North Dakota,0.57,46.80,60.2,33.4
2005,5,North Dakota,3.46,51.20,62.7,39.8
2005,6,North Dakota,7.01,64.90,75.3,54.5
2005,7,North Dakota,2.31,69.80,82.4,57.2
2005,8,North Dakota,2.25,66.10,79.6,52.6
2005,9,North Dakota,0.82,59.70,74.1,45.4
2005,10,North Dakota,1.52,45.40,57.1,33.6
2005,11,North Dakota,1.15,31.50,39.8,23.2
2005,12,North Dakota,0.62,17.80,25.1,10.5
2005,1,Ohio,6.70,29.40,36.9,21.8
2005,2,Ohio,1.72,32.70,41,24.5
2005,3,Ohio,2.59,35.50,44.2,26.8
2005,4,Ohio,4.42,52.20,64.2,40.1
2005,5,Ohio,2.44,56.40,68.7,44.1
2005,6,Ohio,1.78,72.60,84,61.2
2005,7,Ohio,4.17,75.10,85.7,64.4
2005,8,Ohio,4.99,74.20,85,63.3
2005,9,Ohio,3.35,67.70,79.7,55.7
2005,10,Ohio,2.65,54.20,63.9,44.5
2005,11,Ohio,3.46,44.30,54.7,33.9
2005,12,Ohio,1.83,27.20,33.8,20.8
2005,1,Oklahoma,3.50,39.70,49.8,29.5
2005,2,Oklahoma,1.67,45.30,55.7,35
2005,3,Oklahoma,1.18,50.30,62.5,38.1
2005,4,Oklahoma,1.37,59.60,72.4,46.8
2005,5,Oklahoma,2.60,67.50,78.9,56.1
2005,6,Oklahoma,4.30,77.40,89.4,65.4
2005,7,Oklahoma,3.00,80.30,92.8,67.7
2005,8,Oklahoma,5.13,80.60,92.2,69
2005,9,Oklahoma,2.07,76.40,89.5,63.3
2005,10,Oklahoma,2.01,62.20,74.8,49.6
2005,11,Oklahoma,0.46,52.50,67,38.1
2005,12,Oklahoma,0.27,38.30,51.4,25.3
2005,1,Oregon,2.13,33.80,41.2,26.5
2005,2,Oregon,1.06,36.60,47.4,25.7
2005,3,Oregon,3.45,42.30,53.2,31.4
2005,4,Oregon,3.17,44.00,54.5,33.6
2005,5,Oregon,4.81,52.10,62.7,41.4
2005,6,Oregon,1.62,55.00,67.7,42.3
2005,7,Oregon,0.33,67.40,83.6,51.1
2005,8,Oregon,0.09,66.90,83.7,50.1
2005,9,Oregon,0.65,56.30,71.6,41
2005,10,Oregon,2.55,48.90,60.6,37.2
2005,11,Oregon,5.39,37.50,46,29
2005,12,Oregon,7.97,31.70,38.9,24.6
2005,1,Pennsylvania,5.58,26.30,34.4,18.2
2005,2,Pennsylvania,2.31,30.10,39.3,20.8
2005,3,Pennsylvania,3.60,32.30,41.4,23.2
2005,4,Pennsylvania,3.80,49.70,62.9,36.4
2005,5,Pennsylvania,2.08,53.60,66.2,41.1
2005,6,Pennsylvania,2.74,69.70,81.4,58.1
2005,7,Pennsylvania,4.28,72.80,84,61.7
2005,8,Pennsylvania,3.51,72.00,83,61
2005,9,Pennsylvania,1.82,65.50,78.3,52.8
2005,10,Pennsylvania,6.50,52.50,61.3,43.7
2005,11,Pennsylvania,4.35,43.00,53.8,32.2
2005,12,Pennsylvania,2.40,26.40,33.6,19.3
2005,1,Rhode Island,4.81,26.30,34.3,18.3
2005,2,Rhode Island,2.98,30.30,39.2,21.5
2005,3,Rhode Island,5.19,33.30,42.2,24.4
2005,4,Rhode Island,5.42,48.50,59.9,37.2
2005,5,Rhode Island,4.41,52.10,60.9,43.3
2005,6,Rhode Island,1.25,68.10,78.2,58
2005,7,Rhode Island,1.93,72.00,81.5,62.6
2005,8,Rhode Island,4.10,73.80,83.8,63.8
2005,9,Rhode Island,3.30,66.30,76.9,55.8
2005,10,Rhode Island,14.54,54.00,61.2,46.9
2005,11,Rhode Island,5.69,45.10,54.8,35.5
2005,12,Rhode Island,4.21,31.30,39.3,23.2
2005,1,South Carolina,2.02,47.60,58.9,36.3
2005,2,South Carolina,3.82,48.30,59.1,37.4
2005,3,South Carolina,4.87,52.40,64.5,40.2
2005,4,South Carolina,2.74,60.50,73.6,47.4
2005,5,South Carolina,3.77,67.50,79.8,55.2
2005,6,South Carolina,6.83,76.20,85.4,67.1
2005,7,South Carolina,5.79,81.60,91.1,72
2005,8,South Carolina,4.96,80.50,89.6,71.4
2005,9,South Carolina,0.65,77.10,88.5,65.8
2005,10,South Carolina,4.67,65.20,75.9,54.4
2005,11,South Carolina,3.20,55.70,68.7,42.7
2005,12,South Carolina,4.19,44.20,55.8,32.6
2005,1,South Dakota,0.37,16.80,26.8,6.7
2005,2,South Dakota,0.39,29.30,41.5,17
2005,3,South Dakota,0.69,34.90,47.3,22.6
2005,4,South Dakota,2.07,48.20,61.3,35.1
2005,5,South Dakota,3.70,54.00,66.2,41.8
2005,6,South Dakota,5.04,67.90,78.9,56.8
2005,7,South Dakota,1.66,74.40,88.5,60.4
2005,8,South Dakota,1.93,71.00,85,56.9
2005,9,South Dakota,2.14,65.50,80.3,50.6
2005,10,South Dakota,0.90,49.20,62.7,35.8
2005,11,South Dakota,1.07,36.80,48.6,24.9
2005,12,South Dakota,0.74,20.10,28.5,11.8
2005,1,Tennessee,4.29,42.80,51.7,34
2005,2,Tennessee,4.17,44.40,53.8,34.8
2005,3,Tennessee,3.35,47.00,58.4,35.6
2005,4,Tennessee,6.05,57.90,70.1,45.6
2005,5,Tennessee,1.62,63.30,76.3,50.2
2005,6,Tennessee,4.22,74.00,84.5,63.4
2005,7,Tennessee,5.35,78.00,87.5,68.6
2005,8,Tennessee,5.74,78.90,89.6,68.2
2005,9,Tennessee,2.63,72.60,85.2,60
2005,10,Tennessee,0.62,59.30,71.7,46.8
2005,11,Tennessee,3.66,50.40,63.4,37.4
2005,12,Tennessee,2.98,36.40,46.1,26.7
2005,1,Texas,1.89,50.70,61.8,39.6
2005,2,Texas,2.51,51.90,61.2,42.6
2005,3,Texas,1.80,56.50,69.4,43.7
2005,4,Texas,0.70,64.30,78.2,50.3
2005,5,Texas,2.89,71.80,83.5,60.1
2005,6,Texas,1.24,80.50,92.9,68.1
2005,7,Texas,3.01,82.40,94.7,70.3
2005,8,Texas,3.42,81.30,93,69.7
2005,9,Texas,1.41,79.90,93.2,66.6
2005,10,Texas,2.15,66.40,79.2,53.7
2005,11,Texas,0.73,58.70,73.4,44
2005,12,Texas,0.45,47.20,61.4,33.1
2005,1,Utah,2.76,32.60,41.2,23.9
2005,2,Utah,1.61,33.50,43.4,23.6
2005,3,Utah,1.63,39.00,50.6,27.5
2005,4,Utah,1.75,45.90,58.9,32.8
2005,5,Utah,1.74,56.00,69.6,42.4
2005,6,Utah,1.43,61.80,75.9,47.6
2005,7,Utah,0.41,74.80,90.8,58.7
2005,8,Utah,1.32,69.00,83.2,54.8
2005,9,Utah,0.92,60.80,75.5,46
2005,10,Utah,1.38,50.40,63.4,37.4
2005,11,Utah,0.65,39.00,50.6,27.4
2005,12,Utah,1.08,29.20,40.2,18.2
2006,1,Alabama,5.23,51.10,63.1,39.2
2006,2,Alabama,5.05,46.10,57.3,34.8
2006,3,Alabama,2.97,56.10,69.2,43
2006,4,Alabama,3.07,67.50,81.2,53.7
2006,5,Alabama,4.41,70.40,82.4,58.5
2006,6,Alabama,2.01,78.10,91.4,64.7
2006,7,Alabama,3.33,81.90,93.9,69.8
2006,8,Alabama,3.91,82.30,93.6,71
2006,9,Alabama,3.53,72.80,84.8,60.7
2006,10,Alabama,5.13,61.90,75,48.8
2006,11,Alabama,4.84,52.80,65.8,39.8
2006,12,Alabama,4.06,49.40,61.8,36.9
2006,1,Arizona,0.13,44.10,59,29.3
2006,2,Arizona,0.04,47.80,63.6,32.1
2006,3,Arizona,1.41,48.30,61,35.5
2006,4,Arizona,0.24,59.00,74.6,43.3
2006,5,Arizona,0.05,70.00,87,53
2006,6,Arizona,0.34,79.50,96,63.1
2006,7,Arizona,2.49,82.30,95.7,68.8
2006,8,Arizona,2.02,77.90,90.7,65
2006,9,Arizona,1.42,69.80,83.7,55.8
2006,10,Arizona,1.18,60.20,73.9,46.4
2006,11,Arizona,0.07,52.80,67.7,37.9
2006,12,Arizona,0.37,41.80,55.3,28.4
2006,1,Arkansas,4.61,47.50,59.1,35.8
2006,2,Arkansas,2.51,40.80,51.5,30.1
2006,3,Arkansas,5.02,53.40,64.9,41.8
2006,4,Arkansas,4.56,66.50,78.6,54.4
2006,5,Arkansas,3.93,69.90,80.8,59
2006,6,Arkansas,2.56,76.30,87.9,64.6
2006,7,Arkansas,2.79,81.20,93.2,69.2
2006,8,Arkansas,3.74,82.10,93.4,70.8
2006,9,Arkansas,4.33,69.70,82.4,56.9
2006,10,Arkansas,4.52,60.10,72.6,47.7
2006,11,Arkansas,4.88,51.50,63.1,39.9
2006,12,Arkansas,5.88,44.90,55.3,34.5
2006,1,California,4.54,44.60,54.2,35
2006,2,California,2.69,47.70,60.1,35.3
2006,3,California,5.41,44.00,53.7,34.4
2006,4,California,4.16,53.00,63.9,42.1
2006,5,California,0.73,64.60,78.5,50.7
2006,6,California,0.15,73.20,87.8,58.6
2006,7,California,0.15,79.30,94.2,64.4
2006,8,California,0.06,73.80,89.2,58.5
2006,9,California,0.06,69.50,84.8,54.2
2006,10,California,0.45,58.80,72.2,45.3
2006,11,California,2.08,51.30,62.2,40.3
2006,12,California,3.13,43.90,54.7,33.1
2006,1,Colorado,0.97,29.90,43.5,16.4
2006,2,Colorado,0.46,28.00,42.6,13.4
2006,3,Colorado,1.62,34.90,48,21.7
2006,4,Colorado,0.91,47.10,62.8,31.3
2006,5,Colorado,0.91,55.60,71.3,39.9
2006,6,Colorado,0.81,65.70,82.1,49.4
2006,7,Colorado,3.00,69.60,83.8,55.5
2006,8,Colorado,2.66,65.60,79.1,52.2
2006,9,Colorado,2.19,53.50,67.5,39.6
2006,10,Colorado,2.83,44.90,57.6,32.2
2006,11,Colorado,0.80,36.50,50,22.9
2006,12,Colorado,1.51,26.80,38.4,15.3
2006,1,Connecticut,5.91,33.70,42.7,24.6
2006,2,Connecticut,2.48,29.50,38.8,20.2
2006,3,Connecticut,0.72,36.70,47,26.3
2006,4,Connecticut,4.84,49.00,61.5,36.5
2006,5,Connecticut,7.17,57.20,67.4,47
2006,6,Connecticut,9.21,67.10,76.2,58
2006,7,Connecticut,3.15,74.10,84.4,63.9
2006,8,Connecticut,5.26,69.80,80.4,59.3
2006,9,Connecticut,3.00,61.20,71.4,50.9
2006,10,Connecticut,7.06,51.00,61.9,40.1
2006,11,Connecticut,6.08,46.30,54.7,37.8
2006,12,Connecticut,2.13,38.00,46.8,29.1
2006,1,Delaware,3.91,42.10,51.6,32.6
2006,2,Delaware,1.53,37.10,46.7,27.5
2006,3,Delaware,0.29,44.60,55.6,33.7
2006,4,Delaware,3.16,56.30,68.3,44.3
2006,5,Delaware,1.84,63.00,74.6,51.3
2006,6,Delaware,9.64,72.10,81.4,62.7
2006,7,Delaware,5.13,78.30,88,68.7
2006,8,Delaware,1.55,77.10,87.3,66.9
2006,9,Delaware,6.60,66.30,75.7,57
2006,10,Delaware,5.56,56.20,66.5,45.9
2006,11,Delaware,5.61,50.90,59.7,42.1
2006,12,Delaware,1.94,43.90,54.2,33.5
2006,1,Florida,1.47,60.80,72.5,49.1
2006,2,Florida,4.08,58.30,70.6,46.1
2006,3,Florida,0.43,64.80,77.4,52.1
2006,4,Florida,1.44,72.40,84.7,60.2
2006,5,Florida,2.67,75.70,87.9,63.4
2006,6,Florida,5.57,80.50,90.9,70
2006,7,Florida,6.27,82.00,91.8,72.2
2006,8,Florida,6.76,82.80,92.3,73.3
2006,9,Florida,5.25,79.30,88.9,69.7
2006,10,Florida,1.97,72.10,83.8,60.5
2006,11,Florida,1.85,63.40,74.5,52.4
2006,12,Florida,3.24,64.20,74.1,54.4
2006,1,Georgia,4.10,51.80,63.8,39.8
2006,2,Georgia,4.35,47.40,58.9,36
2006,3,Georgia,1.54,56.10,69.1,43
2006,4,Georgia,2.48,67.00,80.6,53.3
2006,5,Georgia,2.66,70.40,82.8,58
2006,6,Georgia,3.58,77.40,90,64.7
2006,7,Georgia,3.05,81.00,92.8,69.2
2006,8,Georgia,4.35,81.60,92.3,71
2006,9,Georgia,3.41,73.30,84.2,62.3
2006,10,Georgia,3.01,62.50,75.5,49.6
2006,11,Georgia,3.01,54.20,66.8,41.6
2006,12,Georgia,3.46,51.90,64.2,39.6
2006,1,Idaho,4.71,27.90,35.1,20.7
2006,2,Idaho,1.79,24.40,35,13.9
2006,3,Idaho,2.69,32.40,42.2,22.6
2006,4,Idaho,3.07,42.80,54.1,31.5
2006,5,Idaho,1.63,51.80,66,37.6
2006,6,Idaho,1.74,60.60,75,46.1
2006,7,Idaho,0.46,70.10,86.6,53.7
2006,8,Idaho,0.40,63.70,80.4,47.1
2006,9,Idaho,1.25,55.10,70,40.1
2006,10,Idaho,1.58,43.00,55,31
2006,11,Idaho,4.34,33.10,41.7,24.5
2006,12,Idaho,2.72,25.30,34,16.6
2006,1,Illinois,2.74,38.10,45.6,30.6
2006,2,Illinois,0.88,30.90,41.1,20.7
2006,3,Illinois,4.58,41.80,51.2,32.3
2006,4,Illinois,3.79,57.00,69.7,44.4
2006,5,Illinois,3.58,62.30,72.6,52
2006,6,Illinois,2.98,71.40,82.6,60.2
2006,7,Illinois,4.09,77.10,87.6,66.6
2006,8,Illinois,4.05,74.70,84.7,64.7
2006,9,Illinois,3.42,63.70,74.6,52.9
2006,10,Illinois,3.80,51.30,62.2,40.4
2006,11,Illinois,3.32,44.40,53.6,35.2
2006,12,Illinois,3.40,35.30,43.6,27
2006,1,Indiana,3.28,39.10,46.8,31.3
2006,2,Indiana,1.62,31.70,41,22.4
2006,3,Indiana,5.14,40.70,50.1,31.2
2006,4,Indiana,4.27,55.70,68.2,43.2
2006,5,Indiana,5.25,60.10,70.7,49.4
2006,6,Indiana,4.20,69.80,80.9,58.7
2006,7,Indiana,4.85,75.40,85.4,65.3
2006,8,Indiana,4.76,73.60,83.7,63.6
2006,9,Indiana,4.56,62.50,72.7,52.2
2006,10,Indiana,5.01,51.10,61.5,40.6
2006,11,Indiana,3.25,44.10,52.9,35.3
2006,12,Indiana,4.83,37.30,45.8,28.7
2006,1,Iowa,0.99,32.40,39.9,24.9
2006,2,Iowa,0.32,25.10,36.2,14.1
2006,3,Iowa,3.17,36.50,45.8,27.2
2006,4,Iowa,4.30,53.80,65.9,41.6
2006,5,Iowa,2.44,60.60,71.7,49.5
2006,6,Iowa,2.49,70.00,81.8,58.3
2006,7,Iowa,3.22,75.90,87.3,64.6
2006,8,Iowa,5.75,72.10,81.8,62.3
2006,9,Iowa,4.22,60.00,70.7,49.3
2006,10,Iowa,1.64,47.90,58.6,37.2
2006,11,Iowa,1.77,39.30,50,28.7
2006,12,Iowa,2.09,31.10,40.1,22.1
2006,1,Kansas,0.30,41.30,55.5,27.1
2006,2,Kansas,0.01,34.50,49.1,19.9
2006,3,Kansas,1.87,45.60,58.3,32.9
2006,4,Kansas,2.43,59.60,74.9,44.3
2006,5,Kansas,2.76,65.80,79,52.7
2006,6,Kansas,3.02,75.80,89.6,61.9
2006,7,Kansas,2.39,81.10,94.6,67.6
2006,8,Kansas,4.77,78.80,90.7,66.8
2006,9,Kansas,1.90,64.40,77.7,51.2
2006,10,Kansas,2.14,55.10,67.7,42.4
2006,11,Kansas,0.47,44.60,58.4,30.8
2006,12,Kansas,2.67,35.90,47.4,24.5
2006,1,Kentucky,5.41,43.10,53.3,32.9
2006,2,Kentucky,2.22,36.20,46.3,26.2
2006,3,Kentucky,3.55,46.10,57.1,35.1
2006,4,Kentucky,4.45,60.30,72.9,47.7
2006,5,Kentucky,4.30,62.60,74.1,51.1
2006,6,Kentucky,4.00,71.40,83,59.7
2006,7,Kentucky,4.53,76.70,87.6,65.7
2006,8,Kentucky,4.63,77.40,87.8,67
2006,9,Kentucky,8.19,64.80,74.8,54.9
2006,10,Kentucky,4.91,54.20,65.3,43.2
2006,11,Kentucky,3.22,47.30,58.2,36.4
2006,12,Kentucky,2.96,41.60,52.6,30.6
2006,1,Louisiana,4.08,55.40,67.1,43.8
2006,2,Louisiana,5.38,50.90,61.9,39.8
2006,3,Louisiana,2.64,61.80,72.8,50.9
2006,4,Louisiana,4.23,71.00,82.3,59.7
2006,5,Louisiana,2.53,74.20,85.1,63.2
2006,6,Louisiana,2.44,80.10,91.4,68.7
2006,7,Louisiana,5.67,82.20,91.8,72.5
2006,8,Louisiana,4.58,83.70,94,73.4
2006,9,Louisiana,3.14,75.90,87.4,64.4
2006,10,Louisiana,10.13,68.00,79.7,56.3
2006,11,Louisiana,2.60,58.00,70.2,45.7
2006,12,Louisiana,7.98,52.10,62.5,41.8
2006,1,Maine,4.28,22.60,31.2,14
2006,2,Maine,2.51,19.00,27.5,10.5
2006,3,Maine,1.20,29.00,38.3,19.7
2006,4,Maine,2.35,42.30,53.6,31
2006,5,Maine,5.90,53.20,63.7,42.6
2006,6,Maine,7.39,63.30,72.8,53.8
2006,7,Maine,5.46,68.90,79.5,58.3
2006,8,Maine,3.84,61.70,72.5,50.8
2006,9,Maine,2.96,56.10,67,45.1
2006,10,Maine,7.85,44.90,53.9,35.9
2006,11,Maine,4.97,38.90,46,31.8
2006,12,Maine,2.94,27.80,35.5,20.1
2006,1,Maryland,3.62,41.10,50.4,31.7
2006,2,Maryland,1.70,36.10,45.6,26.6
2006,3,Maryland,0.33,44.30,55.2,33.5
2006,4,Maryland,3.47,56.30,68.7,44
2006,5,Maryland,2.29,62.10,74,50.2
2006,6,Maryland,9.32,71.60,81.7,61.4
2006,7,Maryland,3.62,77.60,87.4,67.8
2006,8,Maryland,1.32,76.90,87.5,66.3
2006,9,Maryland,7.01,65.30,74.3,56.3
2006,10,Maryland,5.09,55.00,65.3,44.7
2006,11,Maryland,5.22,49.10,58.2,40
2006,12,Maryland,1.98,42.80,53.2,32.3
2006,1,Massachusetts,5.61,32.90,41.7,24
2006,2,Massachusetts,2.41,28.20,37.3,19.2
2006,3,Massachusetts,0.66,35.40,45.6,25.2
2006,4,Massachusetts,2.95,47.70,59.8,35.6
2006,5,Massachusetts,8.37,56.10,65.6,46.5
2006,6,Massachusetts,9.49,66.40,74.9,57.8
2006,7,Massachusetts,3.41,73.30,83.3,63.3
2006,8,Massachusetts,4.34,68.30,78.7,57.9
2006,9,Massachusetts,2.84,60.30,70.6,49.9
2006,10,Massachusetts,5.75,50.00,60.5,39.4
2006,11,Massachusetts,5.54,45.80,54.3,37.4
2006,12,Massachusetts,2.33,37.00,45.5,28.4
2006,1,Michigan,3.00,29.90,35.9,23.9
2006,2,Michigan,1.80,22.50,30.6,14.4
2006,3,Michigan,2.21,32.40,42.2,22.6
2006,4,Michigan,2.10,47.50,60.1,34.9
2006,5,Michigan,4.63,56.10,67.2,44.9
2006,6,Michigan,2.42,64.30,76.5,52.1
2006,7,Michigan,3.82,71.40,83,59.7
2006,8,Michigan,3.13,67.70,79.1,56.3
2006,9,Michigan,3.35,57.30,67.7,47
2006,10,Michigan,4.20,44.70,53.8,35.6
2006,11,Michigan,2.34,38.90,46.1,31.7
2006,12,Michigan,2.85,31.50,37.6,25.3
2006,1,Minnesota,0.50,24.10,30.9,17.3
2006,2,Minnesota,0.54,12.70,23.5,1.9
2006,3,Minnesota,1.69,29.40,37.9,20.9
2006,4,Minnesota,2.64,48.80,60.9,36.8
2006,5,Minnesota,2.64,56.80,67.7,45.8
2006,6,Minnesota,2.65,65.70,77.7,53.6
2006,7,Minnesota,2.00,73.10,85.9,60.3
2006,8,Minnesota,3.62,67.70,79.3,56.1
