YEAR,CROP,STATE,YIELD,UNIT
2005,SAFFLOWER,OTHER STATES,823,LB / ACRE
2005,SORGHUM,ALABAMA,50,BU / ACRE
2005,SORGHUM,ARIZONA,95,BU / ACRE
2005,SORGHUM,ARKANSAS,80,BU / ACRE
2005,SORGHUM,CALIFORNIA,90,BU / ACRE
2005,SORGHUM,COLORADO,31,BU / ACRE
2005,SORGHUM,GEORGIA,50,BU / ACRE
2005,SORGHUM,ILLINOIS,92,BU / ACRE
2005,SORGHUM,KANSAS,75,BU / ACRE
2005,SORGHUM,KENTUCKY,90,BU / ACRE
2005,SORGHUM,LOUISIANA,97,BU / ACRE
2005,SORGHUM,MISSISSIPPI,80,BU / ACRE
2005,SORGHUM,MISSOURI,76,BU / ACRE
2005,SORGHUM,NEBRASKA,87,BU / ACRE
2005,SORGHUM,NEW MEXICO,45,BU / ACRE
2005,SORGHUM,NORTH CAROLINA,50,BU / ACRE
2005,SORGHUM,OKLAHOMA,48,BU / ACRE
2005,SORGHUM,PENNSYLVANIA,50,BU / ACRE
2005,SORGHUM,SOUTH CAROLINA,51,BU / ACRE
2005,SORGHUM,SOUTH DAKOTA,52,BU / ACRE
2005,SORGHUM,TENNESSEE,92,BU / ACRE
2005,SORGHUM,TEXAS,60,BU / ACRE
2005,SOYBEANS,ALABAMA,33,BU / ACRE
2005,SOYBEANS,ARKANSAS,34,BU / ACRE
2005,SOYBEANS,DELAWARE,26,BU / ACRE
2005,SOYBEANS,FLORIDA,32,BU / ACRE
2005,SOYBEANS,GEORGIA,26,BU / ACRE
2005,SOYBEANS,ILLINOIS,46.5,BU / ACRE
2005,SOYBEANS,INDIANA,49,BU / ACRE
2005,SOYBEANS,IOWA,52.5,BU / ACRE
2005,SOYBEANS,KANSAS,37,BU / ACRE
2005,SOYBEANS,KENTUCKY,43,BU / ACRE
2005,SOYBEANS,LOUISIANA,34,BU / ACRE
2005,SOYBEANS,MARYLAND,34,BU / ACRE
2005,SOYBEANS,MICHIGAN,38.5,BU / ACRE
2005,SOYBEANS,MINNESOTA,45.5,BU / ACRE
2005,SOYBEANS,MISSISSIPPI,36.5,BU / ACRE
2005,SOYBEANS,MISSOURI,37,BU / ACRE
2005,SOYBEANS,NEBRASKA,50.5,BU / ACRE
2005,SOYBEANS,NEW JERSEY,28,BU / ACRE
2005,SOYBEANS,NEW YORK,42,BU / ACRE
2005,SOYBEANS,NORTH CAROLINA,27,BU / ACRE
2005,SOYBEANS,NORTH DAKOTA,36.5,BU / ACRE
2005,SOYBEANS,OHIO,45,BU / ACRE
2005,SOYBEANS,OKLAHOMA,26,BU / ACRE
2005,SOYBEANS,PENNSYLVANIA,41,BU / ACRE
2005,SOYBEANS,SOUTH CAROLINA,20.5,BU / ACRE
2005,SOYBEANS,SOUTH DAKOTA,35,BU / ACRE
2005,SOYBEANS,TENNESSEE,38,BU / ACRE
2005,SOYBEANS,TEXAS,26,BU / ACRE
2005,SOYBEANS,VIRGINIA,30.5,BU / ACRE
2005,SOYBEANS,WEST VIRGINIA,35,BU / ACRE
2005,SOYBEANS,WISCONSIN,44,BU / ACRE
2005,SUGARBEETS,CALIFORNIA,37.1,TONS / ACRE
2005,SUGARBEETS,COLORADO,24.3,TONS / ACRE
2005,SUGARBEETS,IDAHO,27.1,TONS / ACRE
2005,SUGARBEETS,MICHIGAN,21.3,TONS / ACRE
2005,SUGARBEETS,MINNESOTA,20.4,TONS / ACRE
2005,SUGARBEETS,MONTANA,22.9,TONS / ACRE
2005,SUGARBEETS,NEBRASKA,20.4,TONS / ACRE
2005,SUGARBEETS,NORTH DAKOTA,18.8,TONS / ACRE
2005,SUGARBEETS,OREGON,32.1,TONS / ACRE
2005,SUGARBEETS,WASHINGTON,40.6,TONS / ACRE
2005,SUGARBEETS,WYOMING,22.3,TONS / ACRE
2005,SUGARCANE,FLORIDA,37.6,TONS / ACRE
2005,SUGARCANE,HAWAII,34.8,TONS / ACRE
2005,SUGARCANE,LOUISIANA,22.9,TONS / ACRE
2005,SUGARCANE,TEXAS,38.3,TONS / ACRE
2005,TOBACCO,CONNECTICUT,"1,598",LB / ACRE
2005,TOBACCO,FLORIDA,"2,200",LB / ACRE
2005,TOBACCO,GEORGIA,"1,735",LB / ACRE
2005,TOBACCO,KENTUCKY,"2,186",LB / ACRE
2005,TOBACCO,MASSACHUSETTS,"1,550",LB / ACRE
2005,TOBACCO,MISSOURI,"2,075",LB / ACRE
2005,TOBACCO,NORTH CAROLINA,"2,213",LB / ACRE
2005,TOBACCO,OHIO,"1,980",LB / ACRE
2005,TOBACCO,PENNSYLVANIA,"2,140",LB / ACRE
2005,TOBACCO,SOUTH CAROLINA,"2,100",LB / ACRE
2005,TOBACCO,TENNESSEE,"2,251",LB / ACRE
2005,TOBACCO,VIRGINIA,"2,354",LB / ACRE
2005,TOBACCO,WEST VIRGINIA,"1,700",LB / ACRE
2005,WHEAT,ALABAMA,50,BU / ACRE
2005,WHEAT,ARIZONA,99.5,BU / ACRE
2005,WHEAT,ARKANSAS,52,BU / ACRE
2005,WHEAT,CALIFORNIA,76.3,BU / ACRE
2005,WHEAT,COLORADO,24.4,BU / ACRE
2005,WHEAT,DELAWARE,70,BU / ACRE
2005,WHEAT,FLORIDA,45,BU / ACRE
2005,WHEAT,GEORGIA,52,BU / ACRE
2005,WHEAT,IDAHO,83.8,BU / ACRE
2005,WHEAT,ILLINOIS,61,BU / ACRE
2005,WHEAT,INDIANA,72,BU / ACRE
2005,WHEAT,IOWA,50,BU / ACRE
2005,WHEAT,KANSAS,40,BU / ACRE
2005,WHEAT,KENTUCKY,68,BU / ACRE
2005,WHEAT,LOUISIANA,48,BU / ACRE
2005,WHEAT,MARYLAND,66,BU / ACRE
2005,WHEAT,MICHIGAN,66,BU / ACRE
2005,WHEAT,MINNESOTA,41,BU / ACRE
2005,WHEAT,MISSISSIPPI,50,BU / ACRE
2005,WHEAT,MISSOURI,53,BU / ACRE
2005,WHEAT,MONTANA,36.8,BU / ACRE
2005,WHEAT,NEBRASKA,39,BU / ACRE
2005,WHEAT,NEVADA,100.6,BU / ACRE
2005,WHEAT,NEW JERSEY,53,BU / ACRE
2005,WHEAT,NEW MEXICO,38,BU / ACRE
2005,WHEAT,NEW YORK,54,BU / ACRE
2005,WHEAT,NORTH CAROLINA,57,BU / ACRE
2005,WHEAT,NORTH DAKOTA,34.3,BU / ACRE
2005,WHEAT,OHIO,71,BU / ACRE
2005,WHEAT,OKLAHOMA,32,BU / ACRE
2005,WHEAT,OREGON,59.8,BU / ACRE
2005,WHEAT,PENNSYLVANIA,54,BU / ACRE
2005,WHEAT,SOUTH CAROLINA,51,BU / ACRE
2005,WHEAT,SOUTH DAKOTA,41.8,BU / ACRE
2005,WHEAT,TENNESSEE,56,BU / ACRE
2005,WHEAT,TEXAS,32,BU / ACRE
2005,WHEAT,UTAH,48,BU / ACRE
2005,WHEAT,VIRGINIA,63,BU / ACRE
2005,WHEAT,WASHINGTON,62.6,BU / ACRE
2005,WHEAT,WEST VIRGINIA,60,BU / ACRE
2005,WHEAT,WISCONSIN,56.4,BU / ACRE
2005,WHEAT,WYOMING,30.7,BU / ACRE
2006,BARLEY,ALASKA,37.4,BU / ACRE
2006,BARLEY,ARIZONA,115,BU / ACRE
2006,BARLEY,CALIFORNIA,55,BU / ACRE
2006,BARLEY,COLORADO,115,BU / ACRE
2006,BARLEY,DELAWARE,80,BU / ACRE
2006,BARLEY,IDAHO,84,BU / ACRE
2006,BARLEY,KANSAS,27,BU / ACRE
2006,BARLEY,KENTUCKY,88,BU / ACRE
2006,BARLEY,MAINE,50,BU / ACRE
2006,BARLEY,MARYLAND,87,BU / ACRE
2006,BARLEY,MICHIGAN,49,BU / ACRE
2006,BARLEY,MINNESOTA,60,BU / ACRE
2006,BARLEY,MONTANA,50,BU / ACRE
2006,BARLEY,NEVADA,100,BU / ACRE
2006,BARLEY,NEW JERSEY,57,BU / ACRE
2006,BARLEY,NEW YORK,55,BU / ACRE
2006,BARLEY,NORTH CAROLINA,80,BU / ACRE
2006,BARLEY,NORTH DAKOTA,49,BU / ACRE
2006,BARLEY,OHIO,68,BU / ACRE
2006,BARLEY,OREGON,58,BU / ACRE
2006,BARLEY,PENNSYLVANIA,81,BU / ACRE
2006,BARLEY,SOUTH DAKOTA,40,BU / ACRE
2006,BARLEY,UTAH,76,BU / ACRE
2006,BARLEY,VIRGINIA,77,BU / ACRE
2006,BARLEY,WASHINGTON,63,BU / ACRE
2006,BARLEY,WISCONSIN,54,BU / ACRE
2006,BARLEY,WYOMING,85,BU / ACRE
2006,CANOLA,MINNESOTA,"1,330",LB / ACRE
2006,CANOLA,MONTANA,"1,120",LB / ACRE
2006,CANOLA,NORTH DAKOTA,"1,370",LB / ACRE
2006,CANOLA,OTHER STATES,"1,351",LB / ACRE
2006,CHICKPEAS,CALIFORNIA,"1,290",LB / ACRE
2006,CHICKPEAS,IDAHO,"1,100",LB / ACRE
2006,CHICKPEAS,MONTANA,880,LB / ACRE
2006,CHICKPEAS,NEBRASKA,900,LB / ACRE
2006,CHICKPEAS,NORTH DAKOTA,910,LB / ACRE
2006,CHICKPEAS,OREGON,"1,830",LB / ACRE
2006,CHICKPEAS,SOUTH DAKOTA,850,LB / ACRE
2006,CHICKPEAS,WASHINGTON,"1,310",LB / ACRE
2006,CORN,ALABAMA,72,BU / ACRE
2006,CORN,ARIZONA,170,BU / ACRE
2006,CORN,ARKANSAS,146,BU / ACRE
2006,CORN,CALIFORNIA,165,BU / ACRE
2006,CORN,COLORADO,156,BU / ACRE
2006,CORN,DELAWARE,145,BU / ACRE
2006,CORN,FLORIDA,82,BU / ACRE
2006,CORN,GEORGIA,110,BU / ACRE
2006,CORN,IDAHO,170,BU / ACRE
2006,CORN,ILLINOIS,163,BU / ACRE
2006,CORN,INDIANA,157,BU / ACRE
2006,CORN,IOWA,166,BU / ACRE
2006,CORN,KANSAS,115,BU / ACRE
2006,CORN,KENTUCKY,146,BU / ACRE
2006,CORN,LOUISIANA,140,BU / ACRE
2006,CORN,MARYLAND,140,BU / ACRE
2006,CORN,MICHIGAN,147,BU / ACRE
2006,CORN,MINNESOTA,161,BU / ACRE
2006,CORN,MISSISSIPPI,107,BU / ACRE
2006,CORN,MISSOURI,138,BU / ACRE
2006,CORN,MONTANA,146,BU / ACRE
2006,CORN,NEBRASKA,152,BU / ACRE
2006,CORN,NEW JERSEY,129,BU / ACRE
2006,CORN,NEW MEXICO,185,BU / ACRE
2006,CORN,NEW YORK,129,BU / ACRE
2006,CORN,NORTH CAROLINA,132,BU / ACRE
2006,CORN,NORTH DAKOTA,111,BU / ACRE
2006,CORN,OHIO,159,BU / ACRE
2006,CORN,OKLAHOMA,105,BU / ACRE
2006,CORN,OREGON,180,BU / ACRE
2006,CORN,PENNSYLVANIA,122,BU / ACRE
2006,CORN,SOUTH CAROLINA,110,BU / ACRE
2006,CORN,SOUTH DAKOTA,97,BU / ACRE
2006,CORN,TENNESSEE,125,BU / ACRE
2006,CORN,TEXAS,121,BU / ACRE
2006,CORN,UTAH,157,BU / ACRE
2006,CORN,VIRGINIA,120,BU / ACRE
2006,CORN,WASHINGTON,210,BU / ACRE
2006,CORN,WEST VIRGINIA,120,BU / ACRE
2006,CORN,WISCONSIN,143,BU / ACRE
2006,CORN,WYOMING,129,BU / ACRE
2006,COTTON,ALABAMA,579,LB / ACRE
2006,COTTON,ARIZONA,"1,402",LB / ACRE
2006,COTTON,ARKANSAS,"1,045",LB / ACRE
2006,COTTON,CALIFORNIA,"1,263",LB / ACRE
2006,COTTON,FLORIDA,789,LB / ACRE
2006,COTTON,GEORGIA,818,LB / ACRE
2006,COTTON,KANSAS,511,LB / ACRE
2006,COTTON,LOUISIANA,946,LB / ACRE
2006,COTTON,MISSISSIPPI,829,LB / ACRE
2006,COTTON,MISSOURI,953,LB / ACRE
2006,COTTON,NEW MEXICO,897,LB / ACRE
2006,COTTON,NORTH CAROLINA,713,LB / ACRE
2006,COTTON,OKLAHOMA,541,LB / ACRE
2006,COTTON,SOUTH CAROLINA,697,LB / ACRE
2006,COTTON,TENNESSEE,945,LB / ACRE
2006,COTTON,TEXAS,679,LB / ACRE
2006,COTTON,VIRGINIA,717,LB / ACRE
2006,FLAXSEED,MINNESOTA,18,BU / ACRE
2006,FLAXSEED,MONTANA,9,BU / ACRE
2006,FLAXSEED,NORTH DAKOTA,14.5,BU / ACRE
2006,FLAXSEED,SOUTH DAKOTA,19,BU / ACRE
2006,HAY & HAYLAGE,CALIFORNIA,5.8,TONS / ACRE
2006,HAY & HAYLAGE,IDAHO,4,TONS / ACRE
2006,HAY & HAYLAGE,ILLINOIS,3.34,TONS / ACRE
2006,HAY & HAYLAGE,IOWA,3.57,TONS / ACRE
2006,HAY & HAYLAGE,KANSAS,2.16,TONS / ACRE
2006,HAY & HAYLAGE,MICHIGAN,3.17,TONS / ACRE
2006,HAY & HAYLAGE,MINNESOTA,2.89,TONS / ACRE
2006,HAY & HAYLAGE,MISSOURI,1.69,TONS / ACRE
2006,HAY & HAYLAGE,NEBRASKA,2.06,TONS / ACRE
2006,HAY & HAYLAGE,NEW MEXICO,4.09,TONS / ACRE
2006,HAY & HAYLAGE,NEW YORK,2.51,TONS / ACRE
2006,HAY & HAYLAGE,OHIO,3.08,TONS / ACRE
2006,HAY & HAYLAGE,PENNSYLVANIA,3.29,TONS / ACRE
2006,HAY & HAYLAGE,SOUTH DAKOTA,1.36,TONS / ACRE
2006,HAY & HAYLAGE,TEXAS,1.7,TONS / ACRE
2006,HAY & HAYLAGE,VERMONT,2.7,TONS / ACRE
2006,HAY & HAYLAGE,WASHINGTON,4.3,TONS / ACRE
2006,HAY & HAYLAGE,WISCONSIN,3.44,TONS / ACRE
2006,HOPS,IDAHO,"1,613",LB / ACRE
2006,HOPS,OREGON,"1,757",LB / ACRE
2006,HOPS,WASHINGTON,"2,058",LB / ACRE
2006,PEANUTS,ALABAMA,"2,500",LB / ACRE
2006,PEANUTS,FLORIDA,"2,500",LB / ACRE
2006,PEANUTS,GEORGIA,"2,780",LB / ACRE
2006,PEANUTS,MISSISSIPPI,"2,900",LB / ACRE
2006,PEANUTS,NEW MEXICO,"3,600",LB / ACRE
2006,PEANUTS,NORTH CAROLINA,"3,200",LB / ACRE
2006,PEANUTS,OKLAHOMA,"2,850",LB / ACRE
2006,PEANUTS,SOUTH CAROLINA,"3,000",LB / ACRE
2006,PEANUTS,TEXAS,"3,550",LB / ACRE
2006,PEANUTS,VIRGINIA,"3,200",LB / ACRE
2006,RICE,ARKANSAS,"6,900",LB / ACRE
2006,RICE,CALIFORNIA,"7,660",LB / ACRE
2006,RICE,LOUISIANA,"5,880",LB / ACRE
2006,RICE,MISSISSIPPI,"7,000",LB / ACRE
2006,RICE,MISSOURI,"6,400",LB / ACRE
2006,RICE,TEXAS,"7,170",LB / ACRE
2006,RYE,GEORGIA,26,BU / ACRE
2006,RYE,OKLAHOMA,16,BU / ACRE
2006,RYE,OTHER STATES,29.9,BU / ACRE
2006,SAFFLOWER,CALIFORNIA,"1,900",LB / ACRE
2006,SAFFLOWER,MONTANA,750,LB / ACRE
2006,SAFFLOWER,OTHER STATES,737,LB / ACRE
2006,SORGHUM,ALABAMA,38,BU / ACRE
2006,SORGHUM,ARIZONA,90,BU / ACRE
2006,SORGHUM,ARKANSAS,85,BU / ACRE
2006,SORGHUM,CALIFORNIA,105,BU / ACRE
2006,SORGHUM,COLORADO,26,BU / ACRE
2006,SORGHUM,GEORGIA,45,BU / ACRE
2006,SORGHUM,ILLINOIS,89,BU / ACRE
2006,SORGHUM,KANSAS,58,BU / ACRE
2006,SORGHUM,KENTUCKY,85,BU / ACRE
2006,SORGHUM,LOUISIANA,94,BU / ACRE
2006,SORGHUM,MISSISSIPPI,80,BU / ACRE
2006,SORGHUM,MISSOURI,85,BU / ACRE
2006,SORGHUM,NEBRASKA,78,BU / ACRE
2006,SORGHUM,NEW MEXICO,35,BU / ACRE
2006,SORGHUM,NORTH CAROLINA,47,BU / ACRE
2006,SORGHUM,OKLAHOMA,34,BU / ACRE
2006,SORGHUM,PENNSYLVANIA,66,BU / ACRE
2006,SORGHUM,SOUTH CAROLINA,51,BU / ACRE
2006,SORGHUM,SOUTH DAKOTA,36,BU / ACRE
2006,SORGHUM,TENNESSEE,95,BU / ACRE
2006,SORGHUM,TEXAS,48,BU / ACRE
2006,SOYBEANS,ALABAMA,20,BU / ACRE
2006,SOYBEANS,ARKANSAS,35,BU / ACRE
2006,SOYBEANS,DELAWARE,31.5,BU / ACRE
2006,SOYBEANS,FLORIDA,27,BU / ACRE
2006,SOYBEANS,GEORGIA,25,BU / ACRE
2006,SOYBEANS,ILLINOIS,48,BU / ACRE
2006,SOYBEANS,INDIANA,50,BU / ACRE
2006,SOYBEANS,IOWA,50.5,BU / ACRE
2006,SOYBEANS,KANSAS,32,BU / ACRE
2006,SOYBEANS,KENTUCKY,44,BU / ACRE
2006,SOYBEANS,LOUISIANA,36,BU / ACRE
2006,SOYBEANS,MARYLAND,34,BU / ACRE
2006,SOYBEANS,MICHIGAN,46,BU / ACRE
2006,SOYBEANS,MINNESOTA,44.5,BU / ACRE
2006,SOYBEANS,MISSISSIPPI,26,BU / ACRE
2006,SOYBEANS,MISSOURI,38,BU / ACRE
2006,SOYBEANS,NEBRASKA,50,BU / ACRE
2006,SOYBEANS,NEW JERSEY,35,BU / ACRE
2006,SOYBEANS,NEW YORK,46,BU / ACRE
2006,SOYBEANS,NORTH CAROLINA,32,BU / ACRE
2006,SOYBEANS,NORTH DAKOTA,31.5,BU / ACRE
2006,SOYBEANS,OHIO,47,BU / ACRE
2006,SOYBEANS,OKLAHOMA,17,BU / ACRE
2006,SOYBEANS,PENNSYLVANIA,40,BU / ACRE
2006,SOYBEANS,SOUTH CAROLINA,29,BU / ACRE
2006,SOYBEANS,SOUTH DAKOTA,34,BU / ACRE
2006,SOYBEANS,TENNESSEE,39,BU / ACRE
2006,SOYBEANS,TEXAS,24,BU / ACRE
2006,SOYBEANS,VIRGINIA,31,BU / ACRE
2006,SOYBEANS,WEST VIRGINIA,42,BU / ACRE
2006,SOYBEANS,WISCONSIN,44,BU / ACRE
2006,SUGARBEETS,CALIFORNIA,36.1,TONS / ACRE
2006,SUGARBEETS,COLORADO,23.4,TONS / ACRE
2006,SUGARBEETS,IDAHO,31.7,TONS / ACRE
2006,SUGARBEETS,MICHIGAN,23.2,TONS / ACRE
2006,SUGARBEETS,MINNESOTA,24.9,TONS / ACRE
2006,SUGARBEETS,MONTANA,27,TONS / ACRE
2006,SUGARBEETS,NEBRASKA,23.3,TONS / ACRE
2006,SUGARBEETS,NORTH DAKOTA,26,TONS / ACRE
2006,SUGARBEETS,OREGON,30.1,TONS / ACRE
2006,SUGARBEETS,WASHINGTON,37,TONS / ACRE
2006,SUGARBEETS,WYOMING,19.9,TONS / ACRE
2006,SUGARCANE,FLORIDA,37.2,TONS / ACRE
2006,SUGARCANE,HAWAII,32,TONS / ACRE
2006,SUGARCANE,LOUISIANA,27.3,TONS / ACRE
2006,SUGARCANE,TEXAS,41,TONS / ACRE
2006,TOBACCO,CONNECTICUT,"1,549",LB / ACRE
2006,TOBACCO,FLORIDA,"2,600",LB / ACRE
2006,TOBACCO,GEORGIA,"1,770",LB / ACRE
2006,TOBACCO,KENTUCKY,"2,250",LB / ACRE
2006,TOBACCO,MASSACHUSETTS,"1,558",LB / ACRE
2006,TOBACCO,MISSOURI,"2,250",LB / ACRE
2006,TOBACCO,NORTH CAROLINA,"2,080",LB / ACRE
2006,TOBACCO,OHIO,"2,000",LB / ACRE
2006,TOBACCO,PENNSYLVANIA,"2,125",LB / ACRE
2006,TOBACCO,SOUTH CAROLINA,"2,100",LB / ACRE
2006,TOBACCO,TENNESSEE,"2,482",LB / ACRE
2006,TOBACCO,VIRGINIA,"2,408",LB / ACRE
2006,WHEAT,ALABAMA,57,BU / ACRE
2006,WHEAT,ARIZONA,99.7,BU / ACRE
2006,WHEAT,ARKANSAS,61,BU / ACRE
2006,WHEAT,CALIFORNIA,66.5,BU / ACRE
2006,WHEAT,COLORADO,21.6,BU / ACRE
2006,WHEAT,DELAWARE,67,BU / ACRE
2006,WHEAT,FLORIDA,42,BU / ACRE
2006,WHEAT,GEORGIA,49,BU / ACRE
2006,WHEAT,IDAHO,75.6,BU / ACRE
2006,WHEAT,ILLINOIS,67,BU / ACRE
2006,WHEAT,INDIANA,68,BU / ACRE
2006,WHEAT,IOWA,66,BU / ACRE
2006,WHEAT,KANSAS,32,BU / ACRE
2006,WHEAT,KENTUCKY,71,BU / ACRE
2006,WHEAT,LOUISIANA,53,BU / ACRE
2006,WHEAT,MARYLAND,67,BU / ACRE
2006,WHEAT,MICHIGAN,73,BU / ACRE
2006,WHEAT,MINNESOTA,47.4,BU / ACRE
2006,WHEAT,MISSISSIPPI,59,BU / ACRE
2006,WHEAT,MISSOURI,54,BU / ACRE
2006,WHEAT,MONTANA,29.4,BU / ACRE
2006,WHEAT,NEBRASKA,36,BU / ACRE
2006,WHEAT,NEVADA,105.6,BU / ACRE
2006,WHEAT,NEW JERSEY,60,BU / ACRE
2006,WHEAT,NEW MEXICO,34,BU / ACRE
2006,WHEAT,NEW YORK,61,BU / ACRE
2006,WHEAT,NORTH CAROLINA,59,BU / ACRE
2006,WHEAT,NORTH DAKOTA,30.3,BU / ACRE
2006,WHEAT,OHIO,68,BU / ACRE
2006,WHEAT,OKLAHOMA,24,BU / ACRE
2006,WHEAT,OREGON,51.7,BU / ACRE
2006,WHEAT,PENNSYLVANIA,59,BU / ACRE
2006,WHEAT,SOUTH CAROLINA,50,BU / ACRE
2006,WHEAT,SOUTH DAKOTA,32.6,BU / ACRE
2006,WHEAT,TENNESSEE,64,BU / ACRE
2006,WHEAT,TEXAS,24,BU / ACRE
2006,WHEAT,UTAH,45,BU / ACRE
2006,WHEAT,VIRGINIA,68,BU / ACRE
2006,WHEAT,WASHINGTON,62.1,BU / ACRE
2006,WHEAT,WEST VIRGINIA,61,BU / ACRE
2006,WHEAT,WISCONSIN,76.2,BU / ACRE
2006,WHEAT,WYOMING,27.5,BU / ACRE
2007,BARLEY,ALASKA,40.5,BU / ACRE
2007,BARLEY,ARIZONA,110,BU / ACRE
2007,BARLEY,CALIFORNIA,64,BU / ACRE
2007,BARLEY,COLORADO,120,BU / ACRE
2007,BARLEY,DELAWARE,78,BU / ACRE
2007,BARLEY,IDAHO,78,BU / ACRE
2007,BARLEY,KANSAS,52,BU / ACRE
2007,BARLEY,KENTUCKY,37,BU / ACRE
2007,BARLEY,MAINE,65,BU / ACRE
2007,BARLEY,MARYLAND,82,BU / ACRE
2007,BARLEY,MICHIGAN,51,BU / ACRE
2007,BARLEY,MINNESOTA,54,BU / ACRE
2007,BARLEY,MONTANA,44,BU / ACRE
2007,BARLEY,NEVADA,90,BU / ACRE
2007,BARLEY,NEW JERSEY,68,BU / ACRE
2007,BARLEY,NEW YORK,49,BU / ACRE
2007,BARLEY,NORTH CAROLINA,49,BU / ACRE
2007,BARLEY,NORTH DAKOTA,56,BU / ACRE
2007,BARLEY,OHIO,53,BU / ACRE
2007,BARLEY,OREGON,53,BU / ACRE
2007,BARLEY,PENNSYLVANIA,73,BU / ACRE
2007,BARLEY,SOUTH DAKOTA,40,BU / ACRE
2007,BARLEY,UTAH,81,BU / ACRE
2007,BARLEY,VIRGINIA,71,BU / ACRE
2007,BARLEY,WASHINGTON,62,BU / ACRE
2007,BARLEY,WISCONSIN,57,BU / ACRE
2007,BARLEY,WYOMING,85,BU / ACRE
2007,CANOLA,MINNESOTA,"1,280",LB / ACRE
2007,CANOLA,MONTANA,"1,190",LB / ACRE
2007,CANOLA,NORTH DAKOTA,"1,230",LB / ACRE
2007,CANOLA,OTHER STATES,"1,405",LB / ACRE
2007,CHICKPEAS,CALIFORNIA,"1,900",LB / ACRE
2007,CHICKPEAS,IDAHO,"1,050",LB / ACRE
2007,CHICKPEAS,MONTANA,"1,050",LB / ACRE
2007,CHICKPEAS,NORTH DAKOTA,"1,480",LB / ACRE
2007,CHICKPEAS,OREGON,"1,600",LB / ACRE
2007,CHICKPEAS,SOUTH DAKOTA,950,LB / ACRE
2007,CHICKPEAS,WASHINGTON,"1,300",LB / ACRE
2007,CORN,ALABAMA,78,BU / ACRE
2007,CORN,ARIZONA,185,BU / ACRE
2007,CORN,ARKANSAS,169,BU / ACRE
2007,CORN,CALIFORNIA,182,BU / ACRE
2007,CORN,COLORADO,140,BU / ACRE
2007,CORN,DELAWARE,99,BU / ACRE
2007,CORN,FLORIDA,90,BU / ACRE
2007,CORN,GEORGIA,127,BU / ACRE
2007,CORN,IDAHO,170,BU / ACRE
2007,CORN,ILLINOIS,175,BU / ACRE
2007,CORN,INDIANA,154,BU / ACRE
2007,CORN,IOWA,171,BU / ACRE
2007,CORN,KANSAS,138,BU / ACRE
2007,CORN,KENTUCKY,128,BU / ACRE
2007,CORN,LOUISIANA,163,BU / ACRE
2007,CORN,MARYLAND,101,BU / ACRE
2007,CORN,MICHIGAN,123,BU / ACRE
2007,CORN,MINNESOTA,146,BU / ACRE
2007,CORN,MISSISSIPPI,148,BU / ACRE
2007,CORN,MISSOURI,140,BU / ACRE
2007,CORN,MONTANA,140,BU / ACRE
2007,CORN,NEBRASKA,160,BU / ACRE
2007,CORN,NEW JERSEY,124,BU / ACRE
2007,CORN,NEW MEXICO,180,BU / ACRE
2007,CORN,NEW YORK,128,BU / ACRE
2007,CORN,NORTH CAROLINA,100,BU / ACRE
2007,CORN,NORTH DAKOTA,116,BU / ACRE
2007,CORN,OHIO,150,BU / ACRE
2007,CORN,OKLAHOMA,145,BU / ACRE
2007,CORN,OREGON,200,BU / ACRE
2007,CORN,PENNSYLVANIA,124,BU / ACRE
2007,CORN,SOUTH CAROLINA,97,BU / ACRE
2007,CORN,SOUTH DAKOTA,121,BU / ACRE
2007,CORN,TENNESSEE,106,BU / ACRE
2007,CORN,TEXAS,148,BU / ACRE
2007,CORN,UTAH,150,BU / ACRE
2007,CORN,VIRGINIA,86,BU / ACRE
2007,CORN,WASHINGTON,210,BU / ACRE
2007,CORN,WEST VIRGINIA,111,BU / ACRE
2007,CORN,WISCONSIN,135,BU / ACRE
2007,CORN,WYOMING,129,BU / ACRE
2007,COTTON,ALABAMA,519,LB / ACRE
2007,COTTON,ARIZONA,"1,460",LB / ACRE
2007,COTTON,ARKANSAS,"1,071",LB / ACRE
2007,COTTON,CALIFORNIA,"1,536",LB / ACRE
2007,COTTON,FLORIDA,687,LB / ACRE
2007,COTTON,GEORGIA,801,LB / ACRE
2007,COTTON,KANSAS,639,LB / ACRE
2007,COTTON,LOUISIANA,"1,017",LB / ACRE
2007,COTTON,MISSISSIPPI,966,LB / ACRE
2007,COTTON,MISSOURI,968,LB / ACRE
2007,COTTON,NEW MEXICO,"1,070",LB / ACRE
2007,COTTON,NORTH CAROLINA,767,LB / ACRE
2007,COTTON,OKLAHOMA,817,LB / ACRE
2007,COTTON,SOUTH CAROLINA,486,LB / ACRE
2007,COTTON,TENNESSEE,565,LB / ACRE
2007,COTTON,TEXAS,843,LB / ACRE
2007,COTTON,VIRGINIA,829,LB / ACRE
2007,FLAXSEED,MINNESOTA,18,BU / ACRE
2007,FLAXSEED,MONTANA,9,BU / ACRE
2007,FLAXSEED,NORTH DAKOTA,17.5,BU / ACRE
2007,FLAXSEED,SOUTH DAKOTA,12,BU / ACRE
2007,HAY & HAYLAGE,CALIFORNIA,5.98,TONS / ACRE
2007,HAY & HAYLAGE,IDAHO,3.8,TONS / ACRE
2007,HAY & HAYLAGE,ILLINOIS,2.89,TONS / ACRE
2007,HAY & HAYLAGE,IOWA,3.64,TONS / ACRE
